이름,플랫폼,작가,그림,장르,상태,요일,조회수,별점,총화수,무료,무료주기,키워드,줄거리,첫화링크
동생을 예쁘게 키웠다,kakaopage,리틀디,다로,로판,시즌 휴재,금,282.2만,9.9,61,3,1일,"로맨스판타지,성장물,가족물,회귀물,육아물,순정남,직진남,여주판타지,타임슬립,계약관계,능력녀,힐링물","저주받은 황녀, 플레타가 소환한 어둠의 소환수 바실리스크에 의해 하룻밤 만에 황실이 무너졌다""만약 다음 생이 있다면 그때는… 진짜 언니의 동생이 될 수 있을까?""내가 조금만 더 너에게 다가갔더라면 지금과는 달랐을까?모두가 후회한 마지막, 세잔은 기적처럼 6년 전으로 돌아왔다만약 이게 우리에게 주어진 두번째 기회라면,'그래, 내가 치유해줄게 바실리스크의 어둠 따위 깨어나지 못하도록…'서로가 원치 않은 결말을 두 번 다시 만들지 않겠어굳은 결심으로 플레타의 외삼촌인 킬리아 대공에게 거래를 제안하여 1년 한정으로 계약 결혼하기로 결심한다그런데 “계속 좋아하겠습니다 마음껏 애정표현도 하고 싶습니다 …안 됩니까?”플레타를 구하려고 하니 대공도 딸려온다(?)세잔은 무사히 새로운 결말을 만들어 낼 수 있을까?#회귀/타임슬립 #육아물 #가족물 #힐링물 #성장물 #선결혼후연애 #계약결혼 #계약연애 #괴물대공 #순정남 #직진남 #판타지물 #소환수 #걸크러시 #능력녀",https://page.kakao.com/content/62536814
낙화유수,kakaopage,RYU,RYU,로맨스,연재중,금,686.2만,9.9,117,3,1일,"착각물,가상시대물,차원이동,짝사랑,다정남,왕족/귀족,대형견남,능력녀,엉뚱발랄녀,다정녀,삼각관계,친구>연인,소꿉친구,달달물,드라마","하루하루 한의사로서 치열한 나날을 보내던 김소진그러나 예상치 못한 화재사고로 목숨을 잃게 된 그녀는다시 눈을 떴을 때 자신이 고구려 시대, 절노부 연씨 가문의‘우희’가 되었다는 것을 알게 된다귀한 가문의 딸로 태어났지만, 이곳은 매일같이 전쟁이 벌어지는 고구려 시대게다가 이제 갓 열두 살일 뿐인데, 나를 정치적인 목적으로 정략 결혼을 시키겠다고?“많이 놀란 모양이구나 담덕이 네게 아무 말도 하지 않았던 것이냐?”“담덕이라면……”하필이면 결혼상대가 대한민국 사람들이라면 모두 알고 있는 바로 그 '광개토 대왕'?“전…… 전 태자님이랑 혼인 안 할 겁니다”역사상 가장 위대했던 태왕, 그리고‘미래’를 기억하는 여자, 우희가 꽃 피우는 연애담",https://page.kakao.com/content/56909227
류나,kakaopage,박시인,이준,드라마,연재중,금,10.6만,9.6,26,27,,"초월적존재,판타지물,성장물,친구,가수,취업준비생,여주중심","인간에서 피를 마시는 불사의 존재로새롭게 다시 태어나는 신비의 종족 [류나]그들은 류나만의 커뮤니티를 구축하고전 세계에 점처럼 흩어져 정체를 숨긴 채인간들과 함께 공존하고 있다현재 대한민국 서울,도심 속에 섞여 살아가고 있는 류나 중 한 명인 ‘신류호’그녀는 과거 ‘서이현’이라는 이름의 인간 여자로서현재의 삶에 더 이상 아무 기대가 없다고 생각했던그 순간 류나로 다시 태어나게 된다하지만 연예계의 신예 스타 ‘휘나’는 과거 인간이었던‘서이현’을 아직도 계속 찾아 헤매고 있는데…소중한 사람이 불행해지는 세계는 과연 의미가 있을까?그런 세계에서 나는 아무렇지도 않은 듯불멸의 삶을 살아갈 수 있을까?자신의 존망과 소중한 누군가의 운명을손에 쥔 필사의 드라마가 지금, 시작된다",https://page.kakao.com/content/63127042
이번 생은 아역부터,kakaopage,멘탈가루몬,얼그레이몬,드라마,연재중,금,474.5만,9.9,41,3,3시간,"일상물,힐링물,회귀/타임슬립,성장물,전문직,일상,가족,배우,귀여운,노블코믹,사랑스러운,고퀄리티,두근거리는","뭘 해도 망하던 망돌 인생 4년 차 강수현겨우 찾은 배우로서의 적성으로 드디어 빛을 보나 싶었지만,반대편에서 오는 트럭과 충돌하여 죽음의 문턱이 다가와 절망하는데“아니 잠깐, 나 안 죽었잖아?”정신을 차려보니 거울에 비친 모습은 최고로 귀여웠던 5살 때의 나?그래, 이번 생은 아역부터 시작하는 거야배우 강수현의 연기가 시작된다",https://page.kakao.com/content/63126910
악역에게 청혼받았습니다,kakaopage,빡킬(Terapin),사동,로판,완결,완결,908.2만,9.9,84,4,3일,"로맨스판타지,오해물,빙의물,나쁜남자,소유욕/독점욕,왕족/귀족,카리스마남,후회남,츤데레남,능력남,계략남,집착남,직진남,평범녀,계약관계","악역의 살인 현장을 목격해 버렸다 심지어 들켰다내 인생 종 치는 소리가 여기까지 들리는 것 같다그러나 그가 내게 건넨 것은…""나와 결혼해 줘요""반지였다 그것도 알이 몹시 큰 이게 무슨 일이야? ""영애도 죽는 것보단 이게 나을 텐데요, 결혼합시다, 우리""소설 속 악역 최종보스 남주와의 서늘한 결혼생활이 시작됩니다[타이틀 로고 디자인: 디자인그룹 헌드레드]",https://page.kakao.com/content/57236684
여왕을 위한 진혼곡,kakaopage,덕구,사이,로판,연재중,금,158만,9.7,50,4,3시간,"로맨스판타지,궁정로맨스,타임슬립,성장물,빙의물,능글남,다정남,외유내강,계약관계,능력녀,운명,왕족/귀족,능력남,걸크러쉬,사이다녀","밤만 되면 이름 모를 여왕의 꿈을 꾸는 왕세녀 밀라이아운명처럼 백 년 전 여왕의 몸에 빙의되고 만다그리고 발견하게 된 여왕의 일기장‘왕국을 잘 부탁해요 이렇게 고개 숙여 간청합니다’당혹스러워 하는 그녀의 앞에 드리운 암운“너, 누구냐”어째서인지 그녀의 정체를 알아본 페르디난드 공작하지만 위기는 곧 기회“내게 협력하도록 그러면 너의 정체를 눈감아 주겠다”“좋아요 대신 한 가지 조건이 있어요”“그게 뭐지?”“나는 당신이 내 정체를 눈감아 주는 것 정도로 그치는 게 아니라완전무결한 여왕으로 대하길 바라요”여왕의 이름으로 살아가기로 한 밀라이아와 비밀을 알고 있는 페르디난드 공작오로지 왕국의 안녕만을 원하던 여왕 글로리아를 위해두 사람이 연주하는, 여왕을 위한 진혼곡",https://page.kakao.com/content/61865518
대공님에게 빠져버렸습니다,kakaopage,PIMO,PIMO,로판,연재중,금,374.3만,9.5,118,4,1일,"로맨스판타지,차원이동물,가상시대물,중세물,능글남,왕족/귀족,엉뚱발랄녀,외유내강,달달물,복수물,암투물,우연한만남,운명,소유욕/독점욕,능력녀","""내 삶이 이런 결말이었다면 시작도 안 했어""나는 늘 쓸모 있는 사람이 되고 싶었기에,어디로 가는지도 모르는 채 남들의 말과 시선에 휩쓸려 살아왔다내 노력의 대가가 죽음이라면… 이 세상에 아마 신은 없는 것 같다""이제부터 네 이름은 에스델이야""그렇게 내게 주어진 두 번째 기회이 기회마저 놓칠 수 없기에 스스로 변하기로 결심했다더 이상은 누군가의 꼭두각시가 아닌, 나로 살겠다고이제는 내가 가진 그 무엇도 놓치지 않을 거야내 신분, 명예, 그리고 대공님까지도",https://page.kakao.com/content/60832492
VR히어로,kakaopage,백민기,백민기,액션,완결,완결,79만,9.6,65,66,,"플레이어,성장,격투","현실에서는 매우 어렵게 살아가는 주인공, 가상 세계인 비트월드에 접속하게 된 후 그의 인생이 180도 바뀌게 된다뜻밖에 얻은 무기로 인해 최강자가 되어 많은 인기와 부를 얻게 되어 행복한 나날을 보내지만, 사실 만재는 엄청난 대가를 치르고 있었다 강함과 죄책감 그 거부할 수 없는 관계 속에서 과연 주인공은 어떻게 될 것인지당신이라면 과연 어떤 선택을 할 것인가",https://page.kakao.com/content/60401926
어딜 봐요 매니저님,kakaopage,리츠,리츠,드라마,시즌 휴재,금,454.6만,9.9,137,3,1일,"현대물,판타지물,매니저,노블코믹,남주중심,초능력","“내가 죽었다고요?”로드 매니저 면접 날, 저승사자의 실수로 저승으로 끌려 들어간 김인준죽음을 피해 필사적으로 내달리던 그때 희미한 빛줄기와 함께 쿵""뭐야? 꿈이라고? 그러기엔 너무 생생하잖아""그런데 그날 이후, 이상한 선들이 보이기 시작했다검은색 운명선과 흰색 운명선혹시 이 선들이 의미하는 게 내가 생각하는 게 맞는다면내 손으로 톱스타를 만들겠다는 꿈을 이룰 수 있어이걸 어떻게 써먹으면 좋을지 이제 감이 왔다성공할 작품은 100%골라내고,실패할 작품은 100%걸러낸다100%적중률, 운명의 선을 보는 신입 로드 매니저의 활약을 기대해주세요",https://page.kakao.com/content/57943691
악역의 엔딩은 죽음뿐,kakaopage,수월,수월,로판,연재중,금,"8,104.1만",10.0,151,4,3시간,"로맨스판타지,빙의물,가족물,까칠남,왕족/귀족,사이다남,직진남,무심녀,악녀,사이다녀,철벽녀","역하렘 공략 게임의 악역, 에카르트 공작가의 하나뿐인 공녀이자 입양아페넬로페로 빙의했다 그런데 하필 난이도는 극악 뭘 해도 엔딩은 죽음뿐 ‘진짜 공녀’가 나타나기 전에여주의 어장 중 한 명을 공략해서 살아남아야 한다사사건건 시비를 거는 오빠 1, 2모든 루트가 죽음으로 이어지는 미친 황태자여주바라기 마법사와 충직한 노예 기사까지‘일단 가망성 없는 놈들은 바로 버리자’“그동안 제 주제를 잘 몰랐어요앞으로는 쭉, 신경 쓰실 일 없이,쥐죽은 듯 살겠습니다”근데 왜 자꾸 선을 그을수록 호감도가 오르는 거야?악역 페넬로페의 미친 역하렘 공략 게임 생존기==============================[표지 및 타이틀 로고 디자인] 디자인그룹 헌드레드",https://page.kakao.com/content/54845189
주인공의 구원자가 될 운명입니다,kakaopage,도담(WHYNOTME),팀 해피게리,로판,시즌 휴재,금,"2,804.7만",9.9,105,5,3시간,"성장물,중세물,운명,상처남,집착남,능력녀,뇌섹녀,다정녀,갑을관계,치유물,힐링물,천재,소유욕/독점욕,대형견남,외유내강","아버지에게 실험을 빙자한 학대를 당하던 중 전생의 기억을 떠올렸다그리고 깨달았다자신이 전생에 봤던 판타지 소설 속 세계에서소설이 시작하기도 전에 죽는 단역으로 태어났다는 것을아리아드네는 침착하게 생각했다망했다 그것도 아주 세계 단위로 망했다'이 소설, 배드 엔딩인데'이 10권짜리 먼치킨 판타지 소설의 결말은,주인공의 실패와 세계 멸망이었다'주인공이 회귀하면 배드 엔딩 확정이라니, 뭐 이딴 소설이 다 있어'결말을 바꾸려면 세계도 구하고 주인공도 구하고 동료들도 구해야 한다하지만, 그녀가 가장 먼저 구해야 할 사람은""절 데려가 주세요, 외할아버지""학대당하다 16살에 죽을 운명인 자기 자신이었다",https://page.kakao.com/content/59494826
전생무쌍기,kakaopage,HEINIAOSHE,HEINIAOSHE,무협,시즌 휴재,연,38.8만,9.3,80,10,1일,객잔무협,"비겁한 계략에 당해 죽었다고 생각한 순간, 전호석으로 다시 눈을 뜨는데 가문은 지위를 박탈당할 위기에 처하고 가족은 무시당하기 일쑤다 이번 생엔 아버지와 누이를 지킬 거야 나 우재혁, 아니 전호석 전가의 재기를 위해 모든 걸 다 바친다",https://page.kakao.com/content/62487404
"여기 보세요, 마왕님!",kakaopage,,Goodystudio,로판,완결,완결,60.5만,8.7,51,4,1일,"로맨스판타지,빙의물,인외존재,다정남,상처남,순정남,능력남,집착남,엉뚱발랄녀,직진녀,털털녀,다정녀,쌍방삽질,로맨틱코미디,개그물","내새끼들 콘서트장에서 나온 내게 이세계 트럭이 들이닥쳤다 ‘아… 이렇게 죽는 건가’죽기 전에 레전드 무대를 봤으니 여한은 없어 좋은 삶이었다 이번 컨셉 진짜 개멋있었는데 진짜 죽게 될 줄이야……‘안 돼 내 한정판 굿즈’눈이 부신 트럭의 라이트가 코앞에 들이닥쳤을 때, 특별 한정판 굿즈가 내일 배송된다는 것을 떠올렸다 ‘그 굿즈를 보기 전에는 절대 죽을 수 없어’트럭을 피해 몸을 굴러 착지했더니 자전거에 치여 사고가 났다 그리고 눈을 떠보니 내가 표지를 그린 <용사와 결혼했습니다>의 여주에 빙의했다 ***구경도 못한 굿즈를 보려면 집으로 돌아가야 하기에 차원 이동 마법을 알지도 모르는 마족들의 땅, 헬베르스로 냅다 가버렸다 그런데 마왕이 잘생겼다 내새끼들을 오징어로 만들 정도로 그런데 마왕의 측근도 잘생겼다 먹여줘, 재워줘, 씻겨줘, 입혀줘, 놀아줘, 업어줘, 돈도 줘찾아보니 차원 이동 마법은 없다고 하고안 돌아가도 될 것 같다",https://page.kakao.com/content/59329478
저택 영춘화:논슬립 너드 판타지(NNF) [19세 완전판],kakaopage,칸트웍스,마그네슘,로맨스,시즌 휴재,금,70.7만,9.9,12,3,3시간,"현대로맨스,오해물,원나잇,옴니버스,우연한만남,운명,연하남,순정남,능력녀,걸크러쉬,달달물,로맨틱코미디,개그물,드라마,나이차커플","1940년, 혼돈의 시대한 남자가 가슴 깊이 사랑한 아내를 위하는 마음만으로지어진 외딴섬 속 아름다운 저택 영춘화오랜 시간이 지나,저택에 얽힌 부부의 사연은 잊혔으나어느 날 나타난 수수께끼의 ‘관리인’을 통해숙박업소로 운영이 되고 있다그는 부부의 넋을 따라반드시 사랑을 해야만 하는 사람들을저택으로 초대하기 시작하는데…“당신에게 무한한 상상을 가져다줄비밀스러운 저택, 영춘화에 오신 것을 환영합니다이곳에선 그 어떠한 형태의 사랑도 모두 가능합니다마음껏 사랑하고 탐닉하십시오저택이 허락하는 한”호화스러운 저택과다양한 이유로 그곳을 찾는 사람들여러 작가님들이 그려내는 여성들을 위한에로틱한 이야기들이 지금 펼쳐집니다------------------------------------두 번째 단편 <논슬립 너드 판타지(NNF)>잘나가는 30대 커리어우먼 '김도림',그리고 미스터리 소설가 지망생 '오연태' 도림은 늘 커리어에 뒤쫓기느라 숙면이라는 욕망을 가지고 있었고, 연태는 오랫동안 지망생으로 타인과 동떨어진 채로 살아오며 창작의 한계를 극복하려는 욕망을 가지고 있었다 교집합이라곤 전혀 없는 상반된 인생을 살아온 두 사람은 영춘화로부터 온 초대장을 통해 저택으로 여행을 오게 되고, 저택 내부에 자신들의 욕망을 실현해 줄 '판타지 부스'를 발견하는데…?“우리가요… 진짜로 판타지 부스에서…했나요?”과연 두 사람은 저택에서 소원하고자 하는 욕망을 꽃피울 수 있을까?",https://page.kakao.com/content/63725697
