number,country,points,price,province,region_1,region_2,title,variety,winery
1238,France,95,,Bordeaux,Margaux,,Château Palmer 2008  Margaux,Bordeaux-style Red Blend,Château Palmer
1239,Italy,95,90.0,Tuscany,Toscana,,Poggio al Tesoro 2006 Dedicato a Walter Cabernet Franc (Toscana),Cabernet Franc,Poggio al Tesoro
1240,Austria,95,103.0,Burgenland,,,Kracher 2008 Nouvelle Vague Nummer 8 Trockenbeerenauslese Chardonnay (Burgenland),Chardonnay,Kracher
1241,US,95,50.0,California,Santa Barbara County,Central Coast,Nicolaysen Family Vineyards 2001 Late Harvest Alisos Vineyard Gewürztraminer (Santa Barbara County),Gewürztraminer,Nicolaysen Family Vineyards
1242,US,95,70.0,California,Russian River Valley,Sonoma,Arista 2014 Ritchie Vineyard Chardonnay (Russian River Valley),Chardonnay,Arista
1243,Hungary,95,43.0,Tokaji,,,Chateau Dereszla 2009 Aszú 5 Puttonyos  (Tokaji),White Blend,Chateau Dereszla
1244,Portugal,95,65.0,Douro,,,Quinta do Vallado 2014 Reserva Field Blend Red (Douro),Portuguese Red,Quinta do Vallado
1245,Italy,95,40.0,Northeastern Italy,Alto Adige,,Cantina Produttori San Michele Appiano 2015 Sanct Valentin Sauvignon (Alto Adige),Sauvignon,Cantina Produttori San Michele Appiano
1246,Italy,95,105.0,Tuscany,Brunello di Montalcino,,Collosorbo 2011 Riserva  (Brunello di Montalcino),Sangiovese,Collosorbo
1247,France,95,196.0,Burgundy,Clos de Vougeot,,Louis Jadot 2014  Clos de Vougeot,Pinot Noir,Louis Jadot
1248,US,95,190.0,California,Mount Veeder,Napa,Mithra 2013 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Mithra
1249,France,95,,Burgundy,Charmes-Chambertin,,Alex Gambal 2014  Charmes-Chambertin,Pinot Noir,Alex Gambal
1250,France,95,125.0,Bordeaux,Pauillac,,Château Pontet-Canet 2008  Pauillac,Bordeaux-style Red Blend,Château Pontet-Canet
1251,France,95,109.0,Burgundy,Puligny-Montrachet,,Louis Jadot 2014 Les Folatières Premier Cru  (Puligny-Montrachet),Chardonnay,Louis Jadot
1252,Italy,95,550.0,Tuscany,Brunello di Montalcino,,Poggio di Sotto 2011 Riserva  (Brunello di Montalcino),Sangiovese,Poggio di Sotto
1253,France,95,270.0,Burgundy,Latricières-Chambertin,,David Duband 2014  Latricières-Chambertin,Pinot Noir,David Duband
1254,France,95,109.0,Burgundy,Chablis,,Domaine Billaud-Simon 2014 Vaudésir Grand Cru  (Chablis),Chardonnay,Domaine Billaud-Simon
1255,France,95,111.0,Burgundy,Chablis,,Domaine Christian Moreau Père et Fils 2014 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils
1256,France,95,469.0,Champagne,Champagne,,Louis Roederer 2009 Cristal Rosé Brut  (Champagne),Champagne Blend,Louis Roederer
1257,France,95,80.0,Champagne,Champagne,,Billecart-Salmon NV Brut Sous Bois  (Champagne),Champagne Blend,Billecart-Salmon
1258,Germany,95,50.0,Mosel,,,Reichsgraf von Kesselstatt 2015 Piesporter Goldtröpfchen Trocken Grosse Lage Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt
1259,Portugal,95,101.0,Douro,,,Quinta Vale Dona Maria 2013 CV Curriculum Vitae Red (Douro),Portuguese Red,Quinta Vale Dona Maria
1260,Portugal,95,499.0,Port,,,Messias 1952 Porto Envelhecido em Casco Colheita  (Port),Port,Messias
1261,US,95,38.0,Oregon,Willamette Valley,Willamette Valley,Trisaetum 2015 Estates Reserve Dry Riesling (Willamette Valley),Riesling,Trisaetum
1262,France,95,,Bordeaux,Saint-Estèphe,,Château Cos d'Estournel 2008  Saint-Estèphe,Bordeaux-style Red Blend,Château Cos d'Estournel
1263,France,95,,Bordeaux,Saint-Julien,,Château Léoville Las Cases 2008  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Las Cases
1264,Germany,95,50.0,Pfalz,,,Ökonomierat Rebholz 2011 Trocken Spätburgunder (Pfalz),Spätburgunder,Ökonomierat Rebholz
1265,Italy,95,60.0,Piedmont,Gattinara,,Travaglini 2010 Riserva  (Gattinara),Nebbiolo,Travaglini
1266,France,95,132.0,Burgundy,Chassagne-Montrachet,,Joseph Drouhin 2013 Marquis de Laguiche Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Joseph Drouhin
1267,US,95,45.0,California,Mount Veeder,Napa,Scaggs Vineyard 2008 Montage G-S-M (Mount Veeder),G-S-M,Scaggs Vineyard
1268,Austria,95,35.0,Kremstal,,,Hiedler 2013 Steinhaus Reserve Riesling (Kremstal),Riesling,Hiedler
1269,US,95,50.0,Washington,Yakima Valley,Columbia Valley,Avennia 2012 Arnaut Boushey Vineyard Syrah (Yakima Valley),Syrah,Avennia
1270,US,95,52.0,California,Russian River Valley,Sonoma,Williams Selyem 2012 Eastside Road Neighbors Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
1271,Austria,95,129.0,Burgenland,,,Prieler 2011 Goldberg Blaufränkisch (Burgenland),Blaufränkisch,Prieler
1272,Austria,95,31.0,Wachau,,,Pichler-Krutzler 2013 Supperin Grüner Veltliner (Wachau),Grüner Veltliner,Pichler-Krutzler
1273,France,95,95.0,Champagne,Champagne,,Taittinger NV Folies de la Marquetterie Brut  (Champagne),Champagne Blend,Taittinger
1274,US,95,70.0,California,Santa Cruz Mountains,Central Coast,Mount Eden Vineyards 2012 Estate Grown Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Mount Eden Vineyards
1275,France,95,195.0,Champagne,Champagne,,Lanson 2006 Clos Lanson Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Lanson
1276,Portugal,95,34.0,Douro,,,Quinta Vale Dona Maria 2013 VVV Valleys Red (Douro),Portuguese Red,Quinta Vale Dona Maria
1277,France,95,,Champagne,Champagne,,Deutz 2006 Amour de Deutz Brut Rosé  (Champagne),Champagne Blend,Deutz
1278,US,95,62.0,California,Santa Cruz Mountains,Central Coast,Mount Eden Vineyards 2013 Estate Grown Pinot Noir (Santa Cruz Mountains),Pinot Noir,Mount Eden Vineyards
1279,France,95,,Southwest France,Madiran,,Alain Brumont 2007 Château Bouscassé Vieilles Vignes Tannat (Madiran),Tannat,Alain Brumont
1280,Austria,95,79.0,Südburgenland,,,Krutzler 2012 Perwolff Blaufränkisch (Südburgenland),Blaufränkisch,Krutzler
1281,France,95,132.0,Champagne,Champagne,,Mailly Grand Cru 2007 Les Échansons Brut  (Champagne),Champagne Blend,Mailly Grand Cru
1282,US,95,34.0,California,Amador County,Sierra Foothills,Quady 2006 Starboard Dessert Wine Port (Amador County),Port,Quady
1283,US,95,60.0,California,Santa Ynez Valley,Central Coast,Gainey 2012 Patrick's Vineyard Selection Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Gainey
1284,US,95,95.0,California,Mt. Harlan,Central Coast,Calera 2013 Selleck Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,Calera
1285,France,95,,Bordeaux,Margaux,,Château Palmer 2012 Barrel Sample  (Margaux),Bordeaux-style Red Blend,Château Palmer
1286,France,95,,Bordeaux,Margaux,,Château Margaux 2012 Barrel Sample  (Margaux),Bordeaux-style Red Blend,Château Margaux
1287,France,95,195.0,Champagne,Champagne,,Bruno Paillard 2003 N.P.U. Nec Plus Ultra Extra Brut  (Champagne),Champagne Blend,Bruno Paillard
1288,US,95,125.0,California,Paso Robles,Central Coast,Broadside 2013 Ephemera Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Broadside
1289,Austria,95,30.0,Burgenland,,,Rosenhof 2015 Orion Eiswein Grüner Veltliner (Burgenland),Grüner Veltliner,Rosenhof
1290,US,95,35.0,California,Santa Cruz Mountains,Central Coast,Thomas Fogarty 2013 Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty
1291,Spain,95,300.0,Northern Spain,Rioja,,Artadi 2011 Viña El Pison  (Rioja),Tempranillo Blend,Artadi
1292,Austria,95,,Wachau,,,F X Pichler 2015 Loibner Burgstall Smaragd Riesling (Wachau),Riesling,F X Pichler
1293,US,95,85.0,Oregon,Willamette Valley,Willamette Valley,Bergström 2013 Sigrid Chardonnay (Willamette Valley),Chardonnay,Bergström
1294,Spain,95,110.0,Northern Spain,Rioja,,CVNE 2010 Pagos de Viña Real  (Rioja),Tempranillo Blend,CVNE
1295,US,95,45.0,California,Edna Valley,Central Coast,Kynsi 2005 Stone Corral Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
1296,Australia,95,350.0,South Australia,Clarendon,,Clarendon Hills 2005 Astralis Syrah (Clarendon),Syrah,Clarendon Hills
1297,US,95,60.0,California,Santa Maria Valley,Central Coast,Three Sticks 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Three Sticks
1298,US,95,55.0,California,Sta. Rita Hills,Central Coast,Sandhi 2013 Sanford & Benedict Chardonnay (Sta. Rita Hills),Chardonnay,Sandhi
1299,France,95,42.0,Burgundy,Chablis,,Domaine Pinson 2013 Mont de Milieu Premier Cru  (Chablis),Chardonnay,Domaine Pinson
1300,France,95,307.0,Burgundy,Corton-Charlemagne,,Domaine Méo-Camuzet 2013  Corton-Charlemagne,Chardonnay,Domaine Méo-Camuzet
1301,France,95,39.0,Burgundy,Chablis,,Domaine Jean-Paul et Benoît Droin 2013 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin
1302,France,95,,Burgundy,Chablis,,Domaine Laroche 2012 Les Bougerots Grand Cru  (Chablis),Chardonnay,Domaine Laroche
1303,France,95,97.0,Burgundy,Chablis,,Domaine Christian Moreau Père et Fils 2013 Valmur Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils
1304,Germany,95,775.0,Rheingau,,,Robert Weil 2012 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
1305,France,95,34.0,Southwest France,Jurançon,,Domaine Cauhapé 2012 Noblesse du Temps  (Jurançon),Petit Manseng,Domaine Cauhapé
1306,US,95,60.0,California,Yountville,Napa,Liparita 2012 V Block Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Liparita
1307,US,95,28.0,Oregon,Dundee Hills,Willamette Valley,Trisaetum 2014 Wichmann Dundee Estate Riesling (Dundee Hills),Riesling,Trisaetum
1308,US,95,70.0,California,Sonoma Coast,Sonoma,Lynmar 2009 Terra de Promissio Pinot Noir (Sonoma Coast),Pinot Noir,Lynmar
1309,US,95,40.0,California,Edna Valley,Central Coast,Center of Effort 2008 Pinot Noir (Edna Valley),Pinot Noir,Center of Effort
1310,US,95,48.0,California,Edna Valley,Central Coast,Kynsi 2011 Stone Corral Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
1311,Germany,95,775.0,Rheingau,,,Robert Weil 2013 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
1312,France,95,60.0,Southwest France,Cahors,,Clos Troteligotte 2013 K-2 Malbec (Cahors),Malbec,Clos Troteligotte
1313,US,95,20.0,Washington,Columbia Valley (WA),Columbia Valley,Dunham 2010 Lewis Estate Vineyard Riesling (Columbia Valley (WA)),Riesling,Dunham
1314,US,95,59.0,California,Coombsville,Napa,Prime 2009 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Prime
1315,US,95,50.0,Washington,Columbia Valley (WA),Columbia Valley,Pirouette 2009 Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pirouette
1316,France,95,357.0,Burgundy,Vosne-Romanée,,Joseph Drouhin 2012 Petit Monts Premier Cru  (Vosne-Romanée),Pinot Noir,Joseph Drouhin
1317,US,95,48.0,California,Anderson Valley,,Roederer Estate 2007 Brut L'Ermitage Estate Bottled Sparkling (Anderson Valley),Sparkling Blend,Roederer Estate
1318,US,95,70.0,California,Santa Cruz Mountains,Central Coast,Thomas Fogarty 2012 Razorback Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty
1319,US,95,199.0,California,Napa Valley,Napa,Dominus 2012 Estate Bottled Red (Napa Valley),Bordeaux-style Red Blend,Dominus
1320,US,95,49.0,Oregon,Willamette Valley,Willamette Valley,Trisaetum 2013 Chardonnay (Willamette Valley),Chardonnay,Trisaetum
1321,Australia,95,85.0,Victoria,Heathcote,,Jasper Hill 2012 Georgia's Paddock Shiraz (Heathcote),Shiraz,Jasper Hill
1322,US,95,50.0,California,Coombsville,Napa,Robert Biale 2013 R.W. Moore Vineyard Zinfandel (Coombsville),Zinfandel,Robert Biale
1323,Germany,95,92.0,Rheinhessen,,,Wittmann 2015 Westhofen Morstein Trocken GG Riesling (Rheinhessen),Riesling,Wittmann
1324,US,95,40.0,California,Napa Valley,Napa,Vinifera 2006 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Vinifera
1325,Germany,95,,Mosel-Saar-Ruwer,,,Joh. Jos. Prüm 2007 Wehlener Sonnenuhr Auslese Goldkap Riesling (Mosel-Saar-Ruwer),Riesling,Joh. Jos. Prüm
1326,US,95,125.0,California,Napa Valley,Napa,Lail 2006 J. Daniel Cuvée Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Lail
1327,Spain,95,50.0,Northern Spain,Ribera del Duero,,Dominio de Atauta 2006  Ribera del Duero,Red Blend,Dominio de Atauta
1328,Italy,95,120.0,Tuscany,Toscana,,Mazzei 2007 Castello di Fonterutoli Siepi Red (Toscana),Red Blend,Mazzei
1329,US,95,58.0,California,Russian River Valley,Sonoma,Dutton-Goldfield 2008 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Dutton-Goldfield
1330,US,95,125.0,California,St. Helena,Napa,Salvestrin 2007 3D Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Salvestrin
1331,US,95,36.0,Washington,Columbia Valley (WA),Columbia Valley,DeLille 2009 Chaleur Estate Blanc White (Columbia Valley (WA)),Bordeaux-style White Blend,DeLille
1332,France,95,164.0,Burgundy,Charmes-Chambertin,,Joseph Drouhin 2008  Charmes-Chambertin,Pinot Noir,Joseph Drouhin
1333,US,95,60.0,California,Sonoma Coast,Sonoma,Hirsch 2007 San Andreas Pinot Noir (Sonoma Coast),Pinot Noir,Hirsch
1334,US,95,100.0,California,Rutherford,Napa,Flora Springs 2008 Hillside Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Flora Springs
1335,Italy,95,25.0,Northeastern Italy,Alto Adige,,Abbazia di Novacella 2015 Praepositus Kerner (Alto Adige),Kerner,Abbazia di Novacella
1336,US,95,70.0,California,Russian River Valley,Sonoma,Holdredge 2014 Judgment Tree Pinot Noir (Russian River Valley),Pinot Noir,Holdredge
1337,Italy,95,99.0,Piedmont,Barolo,,Massolino 2011 Parafada  (Barolo),Nebbiolo,Massolino
1338,France,95,286.0,Burgundy,Chapelle-Chambertin,,Louis Jadot 2014  Chapelle-Chambertin,Pinot Noir,Louis Jadot
1339,Italy,95,125.0,Tuscany,Brunello di Montalcino,,Le Ragnaie 2012 VV  (Brunello di Montalcino),Sangiovese,Le Ragnaie
1340,US,95,70.0,California,Paso Robles,Central Coast,Law 2013 Sagacious Red (Paso Robles),Rhône-style Red Blend,Law
1341,US,95,90.0,California,Russian River Valley,Sonoma,Brogan 2007 Buena Prierra Vineyard Helio Doro Block Pinot Noir (Russian River Valley),Pinot Noir,Brogan
1342,Germany,95,182.0,Rheingau,,,Robert Weil 2012 Kiedrich Gräfenberg Auslese Riesling (Rheingau),Riesling,Robert Weil
1343,Italy,95,419.0,Tuscany,Toscana,,Tenuta di Biserno 2011 Lodovico Red (Toscana),Red Blend,Tenuta di Biserno
1344,France,95,25.0,Southwest France,Jurançon,,Domaine Cauhapé 2012 Symphonie de Novembre  (Jurançon),Petit Manseng,Domaine Cauhapé
1345,Italy,95,105.0,Tuscany,Toscana,,Marchesi Antinori 2012 Tignanello Red (Toscana),Red Blend,Marchesi Antinori
1346,France,95,50.0,Southwest France,Cahors,,Château du Cèdre 2012 Le Cèdre Malbec (Cahors),Malbec,Château du Cèdre
1347,Germany,95,160.0,Rheingau,,,Schloss Johannisberger 2013 Rosalack No. 398 Auslese Riesling (Rheingau),Riesling,Schloss Johannisberger
1348,Italy,95,75.0,Tuscany,Toscana,,Michele Satta 2008 Cavaliere Sangiovese (Toscana),Sangiovese,Michele Satta
1349,Italy,95,100.0,Piedmont,Barolo,,Paolo Scavino 2011 Bric dël Fiasc  (Barolo),Nebbiolo,Paolo Scavino
1350,US,95,45.0,California,Russian River Valley,Sonoma,Gary Farrell 2013 Russian River Selection Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
1351,US,95,55.0,Washington,Walla Walla Valley (WA),Columbia Valley,K Vintners 2009 The Creator Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),Cabernet Sauvignon-Syrah,K Vintners
1352,Portugal,95,45.0,Douro,,,Quinta do Pôpa 2013 Pôpa VV Vinhas Velhas Red (Douro),Portuguese Red,Quinta do Pôpa
1353,US,95,35.0,California,Russian River Valley,Sonoma,Gary Farrell 2015 Russian River Selection Chardonnay (Russian River Valley),Chardonnay,Gary Farrell
1354,Italy,95,450.0,Piedmont,Barbaresco,,Gaja 2013 Costa Russi  (Barbaresco),Nebbiolo,Gaja
1355,France,95,55.0,Bordeaux,Margaux,,Château Rauzan-Ségla 2014  Margaux,Bordeaux-style Red Blend,Château Rauzan-Ségla
1356,France,95,50.0,Bordeaux,Margaux,,Château Giscours 2014  Margaux,Bordeaux-style Red Blend,Château Giscours
1357,France,95,60.0,Southwest France,Cahors,,Clos Troteligotte 2011 K-2 Malbec (Cahors),Malbec,Clos Troteligotte
1358,Italy,95,255.0,Piedmont,Barbaresco,,Gaja 2010  Barbaresco,Nebbiolo,Gaja
1359,France,95,,Bordeaux,Sauternes,,Château Rabaud-Promis 2014  Sauternes,Bordeaux-style White Blend,Château Rabaud-Promis
1360,US,95,55.0,California,Ballard Canyon,Central Coast,Hecho por Ruben 2013 Harrison Clarke Vineyard Syrah (Ballard Canyon),Syrah,Hecho por Ruben
1361,Italy,95,38.0,Piedmont,Barolo,,La Spinona 2012 Bergera  (Barolo),Nebbiolo,La Spinona
1362,Italy,95,61.0,Piedmont,Barolo,,Paolo Scavino 2013 Bricco Ambrogio  (Barolo),Nebbiolo,Paolo Scavino
1363,US,95,38.0,California,Edna Valley,Central Coast,Talley 2015 Oliver's Vineyard Chardonnay (Edna Valley),Chardonnay,Talley
1364,Italy,95,235.0,Tuscany,Bolgheri Sassicaia,,Tenuta San Guido 2014 Sassicaia  (Bolgheri Sassicaia),Red Blend,Tenuta San Guido
1365,Portugal,95,45.0,Dão,,,Vinha Paz 2014 Reserva Red (Dão),Portuguese Red,Vinha Paz
1366,France,95,,Bordeaux,Barsac,,Château de Myrat 2014  Barsac,Bordeaux-style White Blend,Château de Myrat
1367,US,95,85.0,California,Howell Mountain,Napa,La Jota Vineyard 2013 Howell Mountain Estate Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,La Jota Vineyard
1368,US,95,44.0,California,Green Valley,Sonoma,Iron Horse 2012 Classic Vintage Brut Sparkling (Green Valley),Sparkling Blend,Iron Horse
1369,US,95,45.0,California,Russian River Valley,Sonoma,MacPhail 2015 Pratt Vineyard Vine Hill Road Chardonnay (Russian River Valley),Chardonnay,MacPhail
1370,France,95,,Bordeaux,Pomerol,,Château Providence 2009  Pomerol,Bordeaux-style Red Blend,Château Providence
1371,France,95,250.0,Bordeaux,Pauillac,,Château Pichon Longueville Comtesse de Lalande 2009  Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville Comtesse de Lalande
1372,Italy,95,48.0,Piedmont,Barolo,,Manzone 2013 Fraschin Bricco San Pietro  (Barolo),Nebbiolo,Manzone
1373,Portugal,95,60.0,Douro,,,Quinta da Romaneira 2014 Reserva Red (Douro),Portuguese Red,Quinta da Romaneira
1374,Austria,95,,Kamptal,,,Bründlmayer 2011 Loiser Berg Erste Lage Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Bründlmayer
1375,US,95,60.0,California,Russian River Valley,Sonoma,Merry Edwards 2010 Coopersmith Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
1376,US,95,100.0,California,Russian River Valley,Sonoma,Williams Selyem 2010 Williams Selyem Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
1377,US,95,80.0,Oregon,Willamette Valley,Willamette Valley,Bergström 2010 Sigrid Chardonnay (Willamette Valley),Chardonnay,Bergström
1378,Austria,95,71.0,Kamptal,,,Bründlmayer 2011 Zöbinger Heiligenstein Erste Lage Lyra Reserve Riesling (Kamptal),Riesling,Bründlmayer
1379,US,95,58.0,California,Russian River Valley,Sonoma,Williams Selyem 2010 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
1380,US,95,70.0,Washington,Wahluke Slope,Columbia Valley,K Vintners 2013 The Hidden Northridge Vineyard Syrah (Wahluke Slope),Syrah,K Vintners
1381,Portugal,95,100.0,Douro,,,Quinta do Vale Meão 2014 Red (Douro),Portuguese Red,Quinta do Vale Meão
1382,Spain,95,70.0,Northern Spain,Toro,,Maurodos 2008 San Román  (Toro),Tinta de Toro,Maurodos
1383,US,95,45.0,California,Russian River Valley,Sonoma,Gary Farrell 2014 Russian River Selection Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
1384,US,95,165.0,California,Napa Valley,Napa,Hall 2013 Kathryn Hall Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hall
1385,US,95,50.0,California,Paso Robles,Central Coast,Falcone 2013 Mia's Vineyard Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Falcone
1386,US,95,150.0,California,Napa Valley,Napa,Macauley 2013 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Macauley
1387,Italy,95,55.0,Piedmont,Boca,,Le Piane 2009  Boca,Red Blend,Le Piane
1388,US,95,175.0,California,Napa Valley,Napa,Moone-Tsai 2009 Cor Leonis Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Moone-Tsai
1389,US,95,100.0,Washington,Washington,Washington Other,Charles Smith 2009 King Coal Cabernet Sauvignon-Syrah (Washington),Cabernet Sauvignon-Syrah,Charles Smith
1390,US,95,125.0,California,Rutherford,Napa,Amici 2009 Morisoli Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Amici
1391,US,95,65.0,California,Sonoma Coast,Sonoma,Three Sticks 2014 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Three Sticks
1392,Portugal,95,100.0,Douro,,,Quinta Vale Dona Maria 2014 Vinha da Francisca Red (Douro),Portuguese Red,Quinta Vale Dona Maria
1393,US,95,75.0,California,Mount Veeder,Napa,Mt. Brave 2013 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Mt. Brave
1394,US,95,50.0,California,Sta. Rita Hills,Central Coast,Melville 2014 Sandy's Pinot Noir (Sta. Rita Hills),Pinot Noir,Melville
1395,US,95,50.0,California,Sta. Rita Hills,Central Coast,Melville 2014 Clone 115 Indigene Pinot Noir (Sta. Rita Hills),Pinot Noir,Melville
1396,US,95,155.0,California,Oakville,Napa,Far Niente 2013 Estate Bottled Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Far Niente
1397,US,95,155.0,California,Oakville,Napa,Robert Mondavi 2013 To Kalon Vineyard 50th Anniversary Reserve Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Robert Mondavi
