number,country,points,price,province,region_1,region_2,title,variety,winery,LightBold,SmoothTannin,DrySweet,SoftAcidic
1178,Italy,95,100.0,Central Italy,Sagrantino di Montefalco,,Arnaldo+Caprai+++Anni++Sagrantino+di+Montefalco,Sagrantino,Arnaldo Caprai,50,50,50,50
1179,France,95,90.0,Burgundy,Chambolle-Musigny,,Louis+Jadot++Les+Baudes+Premier+Cru++Chambolle-Musigny,Pinot Noir,Louis Jadot,50,50,50,50
1180,US,95,62.0,California,Mt. Harlan,Central Coast,Calera++Mills+Pinot+Noir+Mt.+Harlan,Pinot Noir,Calera,50,50,50,50
1181,Italy,95,130.0,Piedmont,Barolo,,Vietti++Rocche++Barolo,Nebbiolo,Vietti,50,50,50,50
1182,Italy,95,94.0,Piedmont,Barolo,,Massolino++Parafada++Barolo,Nebbiolo,Massolino,50,50,50,50
1183,France,95,390.0,Champagne,Champagne,,Laurent-Perrier++Grand+Siècle+Alexandra+Brut+Rosé++Champagne,Champagne Blend,Laurent-Perrier,50,50,50,50
1184,France,95,,Champagne,Champagne,,Moët+&+Chandon++Dom+Pérignon+Brut++Champagne,Champagne Blend,Moët & Chandon,50,50,50,50
1185,France,95,121.0,Rhône Valley,Châteauneuf-du-Pape,,Alain+Jaume+et+Fils++Domaine+Grand+Veneur+Vieilles+Vignes+Red+Châteauneuf-du-Pape,Rhône-style Red Blend,Alain Jaume et Fils,50,50,50,50
1186,US,95,75.0,California,Chalk Hill,Sonoma,Creō++Cabernet+Sauvignon+Chalk+Hill,Cabernet Sauvignon,Creō,50,50,50,50
1187,Austria,95,,Kamptal,,,Eichinger++Heiligenstein+Erste+Lage+Reserve+Riesling+Kamptal,Riesling,Eichinger,50,50,50,50
1188,US,95,70.0,California,Russian River Valley,Sonoma,Lynmar++Quail+Hill+Vineyard+Lynn's+Blend+Pinot+Noir+Russian+River+Valley,Pinot Noir,Lynmar,50,50,50,50
1189,US,95,65.0,California,Howell Mountain,Napa,La+Jota+Vineyard++Cabernet+Sauvignon+Howell+Mountain,Cabernet Sauvignon,La Jota Vineyard,50,50,50,50
1190,US,95,30.0,California,Russian River Valley,Sonoma,Arrowood++Saralee's+Vineyard+Viognier+Russian+River+Valley,Viognier,Arrowood,50,50,50,50
1191,US,95,75.0,Washington,Horse Heaven Hills,Columbia Valley,Andrew+Will++Sorella+Red+Horse+Heaven+Hills,Bordeaux-style Red Blend,Andrew Will,50,50,50,50
1192,Italy,95,,Piedmont,Barbaresco,,Moccagatta++Basarin++Barbaresco,Nebbiolo,Moccagatta,50,50,50,50
1193,Australia,95,60.0,South Australia,Clare Valley,,Wakefield++St.+Andrews+Single+Vineyard+Release+Shiraz+Clare+Valley,Shiraz,Wakefield,50,50,50,50
1194,US,95,165.0,California,Napa Valley,Napa,Hourglass++Estate+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Hourglass,50,50,50,50
1195,Italy,95,46.0,Piedmont,Barolo,,Guido+Porro++Lazzairasco++Barolo,Nebbiolo,Guido Porro,50,50,50,50
1196,US,95,40.0,California,Shenandoah Valley (CA),Sierra Foothills,Terre+Rouge++Sentinel+Oak+Vineyard+Pyramid+Block+Syrah+Shenandoah+Valley+CA,Syrah,Terre Rouge,50,50,50,50
1197,US,95,75.0,Washington,Walla Walla Valley (WA),Columbia Valley,No+Girls++La+Paciencia+Vineyard+Tempranillo+Walla+Walla+Valley+WA,Tempranillo,No Girls,50,50,50,50
1198,US,95,55.0,California,Anderson Valley,,Waits-Mast++Deer+Meadows+Vineyard+Pinot+Noir+Anderson+Valley,Pinot Noir,Waits-Mast,50,50,50,50
1199,US,95,140.0,Washington,Columbia Valley (WA),Columbia Valley,Quilceda+Creek++Cabernet+Sauvignon+Columbia+Valley+WA,Cabernet Sauvignon,Quilceda Creek,50,50,50,50
1200,US,95,95.0,California,Napa Valley,Napa,Darioush++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Darioush,50,50,50,50
1201,Italy,95,60.0,Tuscany,Brunello di Montalcino,,Sesta+di+Sopra+++Brunello+di+Montalcino,Sangiovese Grosso,Sesta di Sopra,50,50,50,50
1202,France,95,,Burgundy,Chablis,,Domaine+Jean-Paul+et+Benoît+Droin++Vaulorent+Premier+Cru++Chablis,Chardonnay,Domaine Jean-Paul et Benoît Droin,50,50,50,50
1203,France,95,,Burgundy,Chablis,,Domaine+Laroche++La+Réserve+de+l'Obédience+Les+Clos+Grand+Cru++Chablis,Chardonnay,Domaine Laroche,50,50,50,50
1204,France,95,69.0,Burgundy,Chablis,,Domaine+Jean-Paul+et+Benoît+Droin++Grenouilles+Grand+Cru++Chablis,Chardonnay,Domaine Jean-Paul et Benoît Droin,50,50,50,50
1205,France,95,106.0,Burgundy,Chablis,,Domaine+Christian+Moreau+Père+et+Fils++Les+Clos+Grand+Cru++Chablis,Chardonnay,Domaine Christian Moreau Père et Fils,50,50,50,50
1206,Italy,95,252.0,Piedmont,Barolo,,Ceretto++Bricco+Rocche+Bricco+Rocche++Barolo,Nebbiolo,Ceretto,50,50,50,50
1207,US,95,35.0,California,Sta. Rita Hills,Central Coast,Holus+Bolus++Franc+de+Pied+Syrah+Sta.+Rita+Hills,Syrah,Holus Bolus,50,50,50,50
1208,Italy,95,,Piedmont,Barolo,,Podere+Rocche+dei+Manzoni++Vigna+Cappella+di+Santo+Stefano++Barolo,Nebbiolo,Podere Rocche dei Manzoni,50,50,50,50
1209,Italy,95,,Piedmont,Barolo,,Cordero+di+Montezemolo++Bricco+Gattera++Barolo,Nebbiolo,Cordero di Montezemolo,50,50,50,50
1210,Spain,95,85.0,Catalonia,Priorat,,Vall+Llach++Red+Priorat,Red Blend,Vall Llach,50,50,50,50
1211,France,95,150.0,Champagne,Champagne,,Bollinger++La+Grand+Année+Brut++Champagne,Champagne Blend,Bollinger,50,50,50,50
1212,Italy,95,100.0,Piedmont,Barolo,,Eugenio+Bocchino++La+Serra++Barolo,Nebbiolo,Eugenio Bocchino,50,50,50,50
1213,Italy,95,,Piedmont,Barolo,,Marchesi+di+Barolo++Coste+di+Rose++Barolo,Nebbiolo,Marchesi di Barolo,50,50,50,50
1214,France,95,67.0,Champagne,Champagne,,Louis+Roederer++Vintage+Brut++Champagne,Champagne Blend,Louis Roederer,50,50,50,50
1215,France,95,95.0,Champagne,Champagne,,Henriot++Millésimé+Brut++Champagne,Champagne Blend,Henriot,50,50,50,50
1216,US,95,82.0,Washington,Walla Walla Valley (WA),Columbia Valley,Doubleback++Cabernet+Sauvignon+Walla+Walla+Valley+WA,Cabernet Sauvignon,Doubleback,50,50,50,50
1217,US,95,54.0,California,Russian River Valley,Sonoma,Williams+Selyem++Peay+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
1218,US,95,110.0,California,Napa Valley,Napa,Knights+Bridge++Beckstoffer+Dr.+Crane+Vineyard+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Knights Bridge,50,50,50,50
1219,US,95,60.0,California,Carneros,Napa-Sonoma,Etude++Deer+Camp+Pinot+Noir+Carneros,Pinot Noir,Etude,50,50,50,50
1220,France,95,120.0,Champagne,Champagne,,Duval-Leroy++Cuvée+Femme+Brut++Champagne,Champagne Blend,Duval-Leroy,50,50,50,50
1221,US,95,50.0,California,Sonoma Valley,Sonoma,Sbragia++Monte+Rosso+Vineyard+Cabernet+Sauvignon+Sonoma+Valley,Cabernet Sauvignon,Sbragia,50,50,50,50
1222,France,95,150.0,Champagne,Champagne,,Ruinart++Dom+Ruinart+Brut+Chardonnay+Champagne,Chardonnay,Ruinart,50,50,50,50
1223,Italy,95,,Piedmont,Barolo,,Mauro+Molino++Vigna+Conca++Barolo,Nebbiolo,Mauro Molino,50,50,50,50
1224,Italy,95,,Piedmont,Barolo,,Cantina+Bartolo+Mascarello+++Barolo,Nebbiolo,Cantina Bartolo Mascarello,50,50,50,50
1225,US,95,75.0,California,Howell Mountain,Napa,Sbragia++Rancho+Del+Oso+Cabernet+Sauvignon+Howell+Mountain,Cabernet Sauvignon,Sbragia,50,50,50,50
1226,Australia,95,125.0,South Australia,Barossa Valley,,Torbreck++Descendant+Shiraz-Viognier+Barossa+Valley,Shiraz-Viognier,Torbreck,50,50,50,50
1227,Italy,95,60.0,Piedmont,Barolo,,Bel+Colle++Simposio++Barolo,Nebbiolo,Bel Colle,50,50,50,50
1228,US,95,200.0,California,Diamond Mountain District,Napa,J.+Davies++Jamie+Cabernet+Sauvignon+Diamond+Mountain+District,Cabernet Sauvignon,J. Davies,50,50,50,50
1229,France,95,380.0,Burgundy,Criots-Bâtard-Montrachet,,Louis+Latour+++Criots-Bâtard-Montrachet,Chardonnay,Louis Latour,50,50,50,50
1230,US,95,48.0,Oregon,Dundee Hills,Willamette Valley,Winderlea++Weber+Vineyard+Pinot+Noir+Dundee+Hills,Pinot Noir,Winderlea,50,50,50,50
1231,Italy,95,75.0,Tuscany,Montecucco,,Amantis++Riserva++Montecucco,Sangiovese,Amantis,50,50,50,50
1232,US,95,125.0,California,Napa Valley,Napa,Janzen++Beckstoffer+Missouri+Hopper+Vineyard+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Janzen,50,50,50,50
1233,US,95,85.0,Washington,Columbia Valley (WA),Columbia Valley,Gramercy++Reserve+Cabernet+Sauvignon+Columbia+Valley+WA,Cabernet Sauvignon,Gramercy,50,50,50,50
1234,Portugal,95,50.0,Madeira,,,Blandy's++Colheita+Bual+Madeira,Bual,Blandy's,50,50,50,50
1235,Germany,95,103.0,Baden,,,Bernhard+Huber++Bienenberg+R+Erste+Lage+GG+Spätburgunder+Baden,Spätburgunder,Bernhard Huber,50,50,50,50
1236,France,95,90.0,Burgundy,Chablis,,William+Fèvre++Vaudésir+Grand+Cru++Chablis,Chardonnay,William Fèvre,50,50,50,50
1237,Italy,95,165.0,Northeastern Italy,Alto Adige,,Terlan++Rarità++Pinot+Bianco+Alto+Adige,Pinot Bianco,Terlan,50,50,50,50
1238,France,95,,Bordeaux,Margaux,,Château+Palmer+++Margaux,Bordeaux-style Red Blend,Château Palmer,50,50,50,50
1239,Italy,95,90.0,Tuscany,Toscana,,Poggio+al+Tesoro++Dedicato+a+Walter+Cabernet+Franc+Toscana,Cabernet Franc,Poggio al Tesoro,50,50,50,50
1240,Austria,95,103.0,Burgenland,,,Kracher++Nouvelle+Vague+Nummer++Trockenbeerenauslese+Chardonnay+Burgenland,Chardonnay,Kracher,50,50,50,50
1241,US,95,50.0,California,Santa Barbara County,Central Coast,Nicolaysen+Family+Vineyards++Late+Harvest+Alisos+Vineyard+Gewürztraminer+Santa+Barbara+County,Gewürztraminer,Nicolaysen Family Vineyards,50,50,50,50
1242,US,95,70.0,California,Russian River Valley,Sonoma,Arista++Ritchie+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Arista,50,50,50,50
1243,Hungary,95,43.0,Tokaji,,,Chateau+Dereszla++Aszú++Puttonyos++Tokaji,White Blend,Chateau Dereszla,50,50,50,50
1244,Portugal,95,65.0,Douro,,,Quinta+do+Vallado++Reserva+Field+Blend+Red+Douro,Portuguese Red,Quinta do Vallado,50,50,50,50
1245,Italy,95,40.0,Northeastern Italy,Alto Adige,,Cantina+Produttori+San+Michele+Appiano++Sanct+Valentin+Sauvignon+Alto+Adige,Sauvignon,Cantina Produttori San Michele Appiano,50,50,50,50
1246,Italy,95,105.0,Tuscany,Brunello di Montalcino,,Collosorbo++Riserva++Brunello+di+Montalcino,Sangiovese,Collosorbo,50,50,50,50
1247,France,95,196.0,Burgundy,Clos de Vougeot,,Louis+Jadot+++Clos+de+Vougeot,Pinot Noir,Louis Jadot,50,50,50,50
1248,US,95,190.0,California,Mount Veeder,Napa,Mithra++Cabernet+Sauvignon+Mount+Veeder,Cabernet Sauvignon,Mithra,50,50,50,50
1249,France,95,,Burgundy,Charmes-Chambertin,,Alex+Gambal+++Charmes-Chambertin,Pinot Noir,Alex Gambal,50,50,50,50
1250,France,95,125.0,Bordeaux,Pauillac,,Château+Pontet-Canet+++Pauillac,Bordeaux-style Red Blend,Château Pontet-Canet,50,50,50,50
1251,France,95,109.0,Burgundy,Puligny-Montrachet,,Louis+Jadot++Les+Folatières+Premier+Cru++Puligny-Montrachet,Chardonnay,Louis Jadot,50,50,50,50
1252,Italy,95,550.0,Tuscany,Brunello di Montalcino,,Poggio+di+Sotto++Riserva++Brunello+di+Montalcino,Sangiovese,Poggio di Sotto,50,50,50,50
1253,France,95,270.0,Burgundy,Latricières-Chambertin,,David+Duband+++Latricières-Chambertin,Pinot Noir,David Duband,50,50,50,50
1254,France,95,109.0,Burgundy,Chablis,,Domaine+Billaud-Simon++Vaudésir+Grand+Cru++Chablis,Chardonnay,Domaine Billaud-Simon,50,50,50,50
1255,France,95,111.0,Burgundy,Chablis,,Domaine+Christian+Moreau+Père+et+Fils++Les+Clos+Grand+Cru++Chablis,Chardonnay,Domaine Christian Moreau Père et Fils,50,50,50,50
1256,France,95,469.0,Champagne,Champagne,,Louis+Roederer++Cristal+Rosé+Brut++Champagne,Champagne Blend,Louis Roederer,50,50,50,50
1257,France,95,80.0,Champagne,Champagne,,Billecart-Salmon+NV+Brut+Sous+Bois++Champagne,Champagne Blend,Billecart-Salmon,50,50,50,50
1258,Germany,95,50.0,Mosel,,,Reichsgraf+von+Kesselstatt++Piesporter+Goldtröpfchen+Trocken+Grosse+Lage+Riesling+Mosel,Riesling,Reichsgraf von Kesselstatt,50,50,50,50
1259,Portugal,95,101.0,Douro,,,Quinta+Vale+Dona+Maria++CV+Curriculum+Vitae+Red+Douro,Portuguese Red,Quinta Vale Dona Maria,50,50,50,50
1260,Portugal,95,499.0,Port,,,Messias++Porto+Envelhecido+em+Casco+Colheita++Port,Port,Messias,50,50,50,50
1261,US,95,38.0,Oregon,Willamette Valley,Willamette Valley,Trisaetum++Estates+Reserve+Dry+Riesling+Willamette+Valley,Riesling,Trisaetum,50,50,50,50
1262,France,95,,Bordeaux,Saint-Estèphe,,Château+Cos+d'Estournel+++Saint-Estèphe,Bordeaux-style Red Blend,Château Cos d'Estournel,50,50,50,50
1263,France,95,,Bordeaux,Saint-Julien,,Château+Léoville+Las+Cases+++Saint-Julien,Bordeaux-style Red Blend,Château Léoville Las Cases,50,50,50,50
1264,Germany,95,50.0,Pfalz,,,Ökonomierat+Rebholz++Trocken+Spätburgunder+Pfalz,Spätburgunder,Ökonomierat Rebholz,50,50,50,50
1265,Italy,95,60.0,Piedmont,Gattinara,,Travaglini++Riserva++Gattinara,Nebbiolo,Travaglini,50,50,50,50
1266,France,95,132.0,Burgundy,Chassagne-Montrachet,,Joseph+Drouhin++Marquis+de+Laguiche+Morgeot+Premier+Cru++Chassagne-Montrachet,Chardonnay,Joseph Drouhin,50,50,50,50
1267,US,95,45.0,California,Mount Veeder,Napa,Scaggs+Vineyard++Montage+G-S-M+Mount+Veeder,G-S-M,Scaggs Vineyard,50,50,50,50
1268,Austria,95,35.0,Kremstal,,,Hiedler++Steinhaus+Reserve+Riesling+Kremstal,Riesling,Hiedler,50,50,50,50
1269,US,95,50.0,Washington,Yakima Valley,Columbia Valley,Avennia++Arnaut+Boushey+Vineyard+Syrah+Yakima+Valley,Syrah,Avennia,50,50,50,50
1270,US,95,52.0,California,Russian River Valley,Sonoma,Williams+Selyem++Eastside+Road+Neighbors+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
1271,Austria,95,129.0,Burgenland,,,Prieler++Goldberg+Blaufränkisch+Burgenland,Blaufränkisch,Prieler,50,50,50,50
1272,Austria,95,31.0,Wachau,,,Pichler-Krutzler++Supperin+Grüner+Veltliner+Wachau,Grüner Veltliner,Pichler-Krutzler,50,50,50,50
1273,France,95,95.0,Champagne,Champagne,,Taittinger+NV+Folies+de+la+Marquetterie+Brut++Champagne,Champagne Blend,Taittinger,50,50,50,50
1274,US,95,70.0,California,Santa Cruz Mountains,Central Coast,Mount+Eden+Vineyards++Estate+Grown+Cabernet+Sauvignon+Santa+Cruz+Mountains,Cabernet Sauvignon,Mount Eden Vineyards,50,50,50,50
1275,France,95,195.0,Champagne,Champagne,,Lanson++Clos+Lanson+Blanc+de+Blancs+Brut+Chardonnay+Champagne,Chardonnay,Lanson,50,50,50,50
1276,Portugal,95,34.0,Douro,,,Quinta+Vale+Dona+Maria++VVV+Valleys+Red+Douro,Portuguese Red,Quinta Vale Dona Maria,50,50,50,50
1277,France,95,,Champagne,Champagne,,Deutz++Amour+de+Deutz+Brut+Rosé++Champagne,Champagne Blend,Deutz,50,50,50,50
1278,US,95,62.0,California,Santa Cruz Mountains,Central Coast,Mount+Eden+Vineyards++Estate+Grown+Pinot+Noir+Santa+Cruz+Mountains,Pinot Noir,Mount Eden Vineyards,50,50,50,50
1279,France,95,,Southwest France,Madiran,,Alain+Brumont++Château+Bouscassé+Vieilles+Vignes+Tannat+Madiran,Tannat,Alain Brumont,50,50,50,50
1280,Austria,95,79.0,Südburgenland,,,Krutzler++Perwolff+Blaufränkisch+Südburgenland,Blaufränkisch,Krutzler,50,50,50,50
1281,France,95,132.0,Champagne,Champagne,,Mailly+Grand+Cru++Les+Échansons+Brut++Champagne,Champagne Blend,Mailly Grand Cru,50,50,50,50
1282,US,95,34.0,California,Amador County,Sierra Foothills,Quady++Starboard+Dessert+Wine+Port+Amador+County,Port,Quady,50,50,50,50
1283,US,95,60.0,California,Santa Ynez Valley,Central Coast,Gainey++Patrick's+Vineyard+Selection+Cabernet+Sauvignon+Santa+Ynez+Valley,Cabernet Sauvignon,Gainey,50,50,50,50
1284,US,95,95.0,California,Mt. Harlan,Central Coast,Calera++Selleck+Vineyard+Pinot+Noir+Mt.+Harlan,Pinot Noir,Calera,50,50,50,50
1285,France,95,,Bordeaux,Margaux,,Château+Palmer++Barrel+Sample++Margaux,Bordeaux-style Red Blend,Château Palmer,50,50,50,50
1286,France,95,,Bordeaux,Margaux,,Château+Margaux++Barrel+Sample++Margaux,Bordeaux-style Red Blend,Château Margaux,50,50,50,50
1287,France,95,195.0,Champagne,Champagne,,Bruno+Paillard++N.P.U.+Nec+Plus+Ultra+Extra+Brut++Champagne,Champagne Blend,Bruno Paillard,50,50,50,50
1288,US,95,125.0,California,Paso Robles,Central Coast,Broadside++Ephemera+Cabernet+Sauvignon+Paso+Robles,Cabernet Sauvignon,Broadside,50,50,50,50
1289,Austria,95,30.0,Burgenland,,,Rosenhof++Orion+Eiswein+Grüner+Veltliner+Burgenland,Grüner Veltliner,Rosenhof,50,50,50,50
1290,US,95,35.0,California,Santa Cruz Mountains,Central Coast,Thomas+Fogarty++Chardonnay+Santa+Cruz+Mountains,Chardonnay,Thomas Fogarty,50,50,50,50
1291,Spain,95,300.0,Northern Spain,Rioja,,Artadi++Viña+El+Pison++Rioja,Tempranillo Blend,Artadi,50,50,50,50
1292,Austria,95,,Wachau,,,F+X+Pichler++Loibner+Burgstall+Smaragd+Riesling+Wachau,Riesling,F X Pichler,50,50,50,50
1293,US,95,85.0,Oregon,Willamette Valley,Willamette Valley,Bergström++Sigrid+Chardonnay+Willamette+Valley,Chardonnay,Bergström,50,50,50,50
1294,Spain,95,110.0,Northern Spain,Rioja,,CVNE++Pagos+de+Viña+Real++Rioja,Tempranillo Blend,CVNE,50,50,50,50
1295,US,95,45.0,California,Edna Valley,Central Coast,Kynsi++Stone+Corral+Vineyard+Pinot+Noir+Edna+Valley,Pinot Noir,Kynsi,50,50,50,50
1296,Australia,95,350.0,South Australia,Clarendon,,Clarendon+Hills++Astralis+Syrah+Clarendon,Syrah,Clarendon Hills,50,50,50,50
1297,US,95,60.0,California,Santa Maria Valley,Central Coast,Three+Sticks++Bien+Nacido+Vineyard+Pinot+Noir+Santa+Maria+Valley,Pinot Noir,Three Sticks,50,50,50,50
1298,US,95,55.0,California,Sta. Rita Hills,Central Coast,Sandhi++Sanford+&+Benedict+Chardonnay+Sta.+Rita+Hills,Chardonnay,Sandhi,50,50,50,50
1299,France,95,42.0,Burgundy,Chablis,,Domaine+Pinson++Mont+de+Milieu+Premier+Cru++Chablis,Chardonnay,Domaine Pinson,50,50,50,50
1300,France,95,307.0,Burgundy,Corton-Charlemagne,,Domaine+Méo-Camuzet+++Corton-Charlemagne,Chardonnay,Domaine Méo-Camuzet,50,50,50,50
1301,France,95,39.0,Burgundy,Chablis,,Domaine+Jean-Paul+et+Benoît+Droin++Montée+de+Tonnerre+Premier+Cru++Chablis,Chardonnay,Domaine Jean-Paul et Benoît Droin,50,50,50,50
1302,France,95,,Burgundy,Chablis,,Domaine+Laroche++Les+Bougerots+Grand+Cru++Chablis,Chardonnay,Domaine Laroche,50,50,50,50
1303,France,95,97.0,Burgundy,Chablis,,Domaine+Christian+Moreau+Père+et+Fils++Valmur+Grand+Cru++Chablis,Chardonnay,Domaine Christian Moreau Père et Fils,50,50,50,50
1304,Germany,95,775.0,Rheingau,,,Robert+Weil++Kiedrich+Gräfenberg+Trockenbeerenauslese+Riesling+Rheingau,Riesling,Robert Weil,50,50,50,50
1305,France,95,34.0,Southwest France,Jurançon,,Domaine+Cauhapé++Noblesse+du+Temps++Jurançon,Petit Manseng,Domaine Cauhapé,50,50,50,50
1306,US,95,60.0,California,Yountville,Napa,Liparita++V+Block+Cabernet+Sauvignon+Yountville,Cabernet Sauvignon,Liparita,50,50,50,50
1307,US,95,28.0,Oregon,Dundee Hills,Willamette Valley,Trisaetum++Wichmann+Dundee+Estate+Riesling+Dundee+Hills,Riesling,Trisaetum,50,50,50,50
1308,US,95,70.0,California,Sonoma Coast,Sonoma,Lynmar++Terra+de+Promissio+Pinot+Noir+Sonoma+Coast,Pinot Noir,Lynmar,50,50,50,50
1309,US,95,40.0,California,Edna Valley,Central Coast,Center+of+Effort++Pinot+Noir+Edna+Valley,Pinot Noir,Center of Effort,50,50,50,50
1310,US,95,48.0,California,Edna Valley,Central Coast,Kynsi++Stone+Corral+Vineyard+Pinot+Noir+Edna+Valley,Pinot Noir,Kynsi,50,50,50,50
1311,Germany,95,775.0,Rheingau,,,Robert+Weil++Kiedrich+Gräfenberg+Trockenbeerenauslese+Riesling+Rheingau,Riesling,Robert Weil,50,50,50,50
1312,France,95,60.0,Southwest France,Cahors,,Clos+Troteligotte++K-+Malbec+Cahors,Malbec,Clos Troteligotte,50,50,50,50
1313,US,95,20.0,Washington,Columbia Valley (WA),Columbia Valley,Dunham++Lewis+Estate+Vineyard+Riesling+Columbia+Valley+WA,Riesling,Dunham,50,50,50,50
1314,US,95,59.0,California,Coombsville,Napa,Prime++Cabernet+Sauvignon+Coombsville,Cabernet Sauvignon,Prime,50,50,50,50
1315,US,95,50.0,Washington,Columbia Valley (WA),Columbia Valley,Pirouette++Red+Columbia+Valley+WA,Bordeaux-style Red Blend,Pirouette,50,50,50,50
1316,France,95,357.0,Burgundy,Vosne-Romanée,,Joseph+Drouhin++Petit+Monts+Premier+Cru++Vosne-Romanée,Pinot Noir,Joseph Drouhin,50,50,50,50
1317,US,95,48.0,California,Anderson Valley,,Roederer+Estate++Brut+L'Ermitage+Estate+Bottled+Sparkling+Anderson+Valley,Sparkling Blend,Roederer Estate,50,50,50,50
1318,US,95,70.0,California,Santa Cruz Mountains,Central Coast,Thomas+Fogarty++Razorback+Vineyard+Pinot+Noir+Santa+Cruz+Mountains,Pinot Noir,Thomas Fogarty,50,50,50,50
1319,US,95,199.0,California,Napa Valley,Napa,Dominus++Estate+Bottled+Red+Napa+Valley,Bordeaux-style Red Blend,Dominus,50,50,50,50
1320,US,95,49.0,Oregon,Willamette Valley,Willamette Valley,Trisaetum++Chardonnay+Willamette+Valley,Chardonnay,Trisaetum,50,50,50,50
1321,Australia,95,85.0,Victoria,Heathcote,,Jasper+Hill++Georgia's+Paddock+Shiraz+Heathcote,Shiraz,Jasper Hill,50,50,50,50
1322,US,95,50.0,California,Coombsville,Napa,Robert+Biale++R.W.+Moore+Vineyard+Zinfandel+Coombsville,Zinfandel,Robert Biale,50,50,50,50
1323,Germany,95,92.0,Rheinhessen,,,Wittmann++Westhofen+Morstein+Trocken+GG+Riesling+Rheinhessen,Riesling,Wittmann,50,50,50,50
1324,US,95,40.0,California,Napa Valley,Napa,Vinifera++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Vinifera,50,50,50,50
1325,Germany,95,,Mosel-Saar-Ruwer,,,Joh.+Jos.+Prüm++Wehlener+Sonnenuhr+Auslese+Goldkap+Riesling+Mosel-Saar-Ruwer,Riesling,Joh. Jos. Prüm,50,50,50,50
1326,US,95,125.0,California,Napa Valley,Napa,Lail++J.+Daniel+Cuvée+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Lail,50,50,50,50
1327,Spain,95,50.0,Northern Spain,Ribera del Duero,,Dominio+de+Atauta+++Ribera+del+Duero,Red Blend,Dominio de Atauta,50,50,50,50
1328,Italy,95,120.0,Tuscany,Toscana,,Mazzei++Castello+di+Fonterutoli+Siepi+Red+Toscana,Red Blend,Mazzei,50,50,50,50
1329,US,95,58.0,California,Russian River Valley,Sonoma,Dutton-Goldfield++Dutton+Ranch+Freestone+Hill+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Dutton-Goldfield,50,50,50,50
1330,US,95,125.0,California,St. Helena,Napa,Salvestrin++D+Cabernet+Sauvignon+St.+Helena,Cabernet Sauvignon,Salvestrin,50,50,50,50
1331,US,95,36.0,Washington,Columbia Valley (WA),Columbia Valley,DeLille++Chaleur+Estate+Blanc+White+Columbia+Valley+WA,Bordeaux-style White Blend,DeLille,50,50,50,50
1332,France,95,164.0,Burgundy,Charmes-Chambertin,,Joseph+Drouhin+++Charmes-Chambertin,Pinot Noir,Joseph Drouhin,50,50,50,50
1333,US,95,60.0,California,Sonoma Coast,Sonoma,Hirsch++San+Andreas+Pinot+Noir+Sonoma+Coast,Pinot Noir,Hirsch,50,50,50,50
1334,US,95,100.0,California,Rutherford,Napa,Flora+Springs++Hillside+Reserve+Cabernet+Sauvignon+Rutherford,Cabernet Sauvignon,Flora Springs,50,50,50,50
1335,Italy,95,25.0,Northeastern Italy,Alto Adige,,Abbazia+di+Novacella++Praepositus+Kerner+Alto+Adige,Kerner,Abbazia di Novacella,50,50,50,50
1336,US,95,70.0,California,Russian River Valley,Sonoma,Holdredge++Judgment+Tree+Pinot+Noir+Russian+River+Valley,Pinot Noir,Holdredge,50,50,50,50
1337,Italy,95,99.0,Piedmont,Barolo,,Massolino++Parafada++Barolo,Nebbiolo,Massolino,50,50,50,50
1338,France,95,286.0,Burgundy,Chapelle-Chambertin,,Louis+Jadot+++Chapelle-Chambertin,Pinot Noir,Louis Jadot,50,50,50,50
1339,Italy,95,125.0,Tuscany,Brunello di Montalcino,,Le+Ragnaie++VV++Brunello+di+Montalcino,Sangiovese,Le Ragnaie,50,50,50,50
1340,US,95,70.0,California,Paso Robles,Central Coast,Law++Sagacious+Red+Paso+Robles,Rhône-style Red Blend,Law,50,50,50,50
1341,US,95,90.0,California,Russian River Valley,Sonoma,Brogan++Buena+Prierra+Vineyard+Helio+Doro+Block+Pinot+Noir+Russian+River+Valley,Pinot Noir,Brogan,50,50,50,50
